date_key,full_date,day,day_of_week,day_name,week_of_year,month,month_name,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,fiscal_year,fiscal_quarter
569,2012-07-22,22,6,Sunday,29,7,July,3,2012,1,0,0,0,0,0,0,2013,2
570,2012-07-23,23,0,Monday,30,7,July,3,2012,0,0,0,0,0,0,0,2013,2
571,2012-07-24,24,1,Tuesday,30,7,July,3,2012,0,0,0,0,0,0,0,2013,2
572,2012-07-25,25,2,Wednesday,30,7,July,3,2012,0,0,0,0,0,0,0,2013,2
573,2012-07-26,26,3,Thursday,30,7,July,3,2012,0,0,0,0,0,0,0,2013,2
574,2012-07-27,27,4,Friday,30,7,July,3,2012,0,0,0,0,0,0,0,2013,2
575,2012-07-28,28,5,Saturday,30,7,July,3,2012,1,0,0,0,0,0,0,2013,2
576,2012-07-29,29,6,Sunday,30,7,July,3,2012,1,0,0,0,0,0,0,2013,2
577,2012-07-30,30,0,Monday,31,7,July,3,2012,0,0,0,0,0,0,0,2013,2
578,2012-07-31,31,1,Tuesday,31,7,July,3,2012,0,0,1,0,0,0,0,2013,2
579,2012-08-01,1,2,Wednesday,31,8,August,3,2012,0,1,0,0,0,0,0,2013,2
580,2012-08-02,2,3,Thursday,31,8,August,3,2012,0,0,0,0,0,0,0,2013,2
581,2012-08-03,3,4,Friday,31,8,August,3,2012,0,0,0,0,0,0,0,2013,2
582,2012-08-04,4,5,Saturday,31,8,August,3,2012,1,0,0,0,0,0,0,2013,2
583,2012-08-05,5,6,Sunday,31,8,August,3,2012,1,0,0,0,0,0,0,2013,2
584,2012-08-06,6,0,Monday,32,8,August,3,2012,0,0,0,0,0,0,0,2013,2
585,2012-08-07,7,1,Tuesday,32,8,August,3,2012,0,0,0,0,0,0,0,2013,2
586,2012-08-08,8,2,Wednesday,32,8,August,3,2012,0,0,0,0,0,0,0,2013,2
587,2012-08-09,9,3,Thursday,32,8,August,3,2012,0,0,0,0,0,0,0,2013,2
588,2012-08-10,10,4,Friday,32,8,August,3,2012,0,0,0,0,0,0,0,2013,2
589,2012-08-11,11,5,Saturday,32,8,August,3,2012,1,0,0,0,0,0,0,2013,2
590,2012-08-12,12,6,Sunday,32,8,August,3,2012,1,0,0,0,0,0,0,2013,2
591,2012-08-13,13,0,Monday,33,8,August,3,2012,0,0,0,0,0,0,0,2013,2
592,2012-08-14,14,1,Tuesday,33,8,August,3,2012,0,0,0,0,0,0,0,2013,2
593,2012-08-15,15,2,Wednesday,33,8,August,3,2012,0,0,0,0,0,0,0,2013,2
594,2012-08-16,16,3,Thursday,33,8,August,3,2012,0,0,0,0,0,0,0,2013,2
595,2012-08-17,17,4,Friday,33,8,August,3,2012,0,0,0,0,0,0,0,2013,2
596,2012-08-18,18,5,Saturday,33,8,August,3,2012,1,0,0,0,0,0,0,2013,2
597,2012-08-19,19,6,Sunday,33,8,August,3,2012,1,0,0,0,0,0,0,2013,2
598,2012-08-20,20,0,Monday,34,8,August,3,2012,0,0,0,0,0,0,0,2013,2
599,2012-08-21,21,1,Tuesday,34,8,August,3,2012,0,0,0,0,0,0,0,2013,2
600,2012-08-22,22,2,Wednesday,34,8,August,3,2012,0,0,0,0,0,0,0,2013,2
601,2012-08-23,23,3,Thursday,34,8,August,3,2012,0,0,0,0,0,0,0,2013,2
602,2012-08-24,24,4,Friday,34,8,August,3,2012,0,0,0,0,0,0,0,2013,2
603,2012-08-25,25,5,Saturday,34,8,August,3,2012,1,0,0,0,0,0,0,2013,2
604,2012-08-26,26,6,Sunday,34,8,August,3,2012,1,0,0,0,0,0,0,2013,2
605,2012-08-27,27,0,Monday,35,8,August,3,2012,0,0,0,0,0,0,0,2013,2
606,2012-08-28,28,1,Tuesday,35,8,August,3,2012,0,0,0,0,0,0,0,2013,2
607,2012-08-29,29,2,Wednesday,35,8,August,3,2012,0,0,0,0,0,0,0,2013,2
608,2012-08-30,30,3,Thursday,35,8,August,3,2012,0,0,0,0,0,0,0,2013,2
609,2012-08-31,31,4,Friday,35,8,August,3,2012,0,0,1,0,0,0,0,2013,2
610,2012-09-01,1,5,Saturday,35,9,September,3,2012,1,1,0,0,0,0,0,2013,2
611,2012-09-02,2,6,Sunday,35,9,September,3,2012,1,0,0,0,0,0,0,2013,2
612,2012-09-03,3,0,Monday,36,9,September,3,2012,0,0,0,0,0,0,0,2013,2
613,2012-09-04,4,1,Tuesday,36,9,September,3,2012,0,0,0,0,0,0,0,2013,2
614,2012-09-05,5,2,Wednesday,36,9,September,3,2012,0,0,0,0,0,0,0,2013,2
615,2012-09-06,6,3,Thursday,36,9,September,3,2012,0,0,0,0,0,0,0,2013,2
616,2012-09-07,7,4,Friday,36,9,September,3,2012,0,0,0,0,0,0,0,2013,2
617,2012-09-08,8,5,Saturday,36,9,September,3,2012,1,0,0,0,0,0,0,2013,2
618,2012-09-09,9,6,Sunday,36,9,September,3,2012,1,0,0,0,0,0,0,2013,2
619,2012-09-10,10,0,Monday,37,9,September,3,2012,0,0,0,0,0,0,0,2013,2
620,2012-09-11,11,1,Tuesday,37,9,September,3,2012,0,0,0,0,0,0,0,2013,2
621,2012-09-12,12,2,Wednesday,37,9,September,3,2012,0,0,0,0,0,0,0,2013,2
622,2012-09-13,13,3,Thursday,37,9,September,3,2012,0,0,0,0,0,0,0,2013,2
623,2012-09-14,14,4,Friday,37,9,September,3,2012,0,0,0,0,0,0,0,2013,2
624,2012-09-15,15,5,Saturday,37,9,September,3,2012,1,0,0,0,0,0,0,2013,2
625,2012-09-16,16,6,Sunday,37,9,September,3,2012,1,0,0,0,0,0,0,2013,2
626,2012-09-17,17,0,Monday,38,9,September,3,2012,0,0,0,0,0,0,0,2013,2
627,2012-09-18,18,1,Tuesday,38,9,September,3,2012,0,0,0,0,0,0,0,2013,2
628,2012-09-19,19,2,Wednesday,38,9,September,3,2012,0,0,0,0,0,0,0,2013,2
629,2012-09-20,20,3,Thursday,38,9,September,3,2012,0,0,0,0,0,0,0,2013,2
630,2012-09-21,21,4,Friday,38,9,September,3,2012,0,0,0,0,0,0,0,2013,2
631,2012-09-22,22,5,Saturday,38,9,September,3,2012,1,0,0,0,0,0,0,2013,2
632,2012-09-23,23,6,Sunday,38,9,September,3,2012,1,0,0,0,0,0,0,2013,2
633,2012-09-24,24,0,Monday,39,9,September,3,2012,0,0,0,0,0,0,0,2013,2
634,2012-09-25,25,1,Tuesday,39,9,September,3,2012,0,0,0,0,0,0,0,2013,2
635,2012-09-26,26,2,Wednesday,39,9,September,3,2012,0,0,0,0,0,0,0,2013,2
636,2012-09-27,27,3,Thursday,39,9,September,3,2012,0,0,0,0,0,0,0,2013,2
637,2012-09-28,28,4,Friday,39,9,September,3,2012,0,0,0,0,0,0,0,2013,2
638,2012-09-29,29,5,Saturday,39,9,September,3,2012,1,0,0,0,0,0,0,2013,2
639,2012-09-30,30,6,Sunday,39,9,September,3,2012,1,0,1,0,1,0,0,2013,2
640,2012-10-01,1,0,Monday,40,10,October,4,2012,0,1,0,1,0,0,0,2013,3
641,2012-10-02,2,1,Tuesday,40,10,October,4,2012,0,0,0,0,0,0,0,2013,3
642,2012-10-03,3,2,Wednesday,40,10,October,4,2012,0,0,0,0,0,0,0,2013,3
643,2012-10-04,4,3,Thursday,40,10,October,4,2012,0,0,0,0,0,0,0,2013,3
644,2012-10-05,5,4,Friday,40,10,October,4,2012,0,0,0,0,0,0,0,2013,3
645,2012-10-06,6,5,Saturday,40,10,October,4,2012,1,0,0,0,0,0,0,2013,3
646,2012-10-07,7,6,Sunday,40,10,October,4,2012,1,0,0,0,0,0,0,2013,3
647,2012-10-08,8,0,Monday,41,10,October,4,2012,0,0,0,0,0,0,0,2013,3
648,2012-10-09,9,1,Tuesday,41,10,October,4,2012,0,0,0,0,0,0,0,2013,3
649,2012-10-10,10,2,Wednesday,41,10,October,4,2012,0,0,0,0,0,0,0,2013,3
650,2012-10-11,11,3,Thursday,41,10,October,4,2012,0,0,0,0,0,0,0,2013,3
651,2012-10-12,12,4,Friday,41,10,October,4,2012,0,0,0,0,0,0,0,2013,3
652,2012-10-13,13,5,Saturday,41,10,October,4,2012,1,0,0,0,0,0,0,2013,3
653,2012-10-14,14,6,Sunday,41,10,October,4,2012,1,0,0,0,0,0,0,2013,3
654,2012-10-15,15,0,Monday,42,10,October,4,2012,0,0,0,0,0,0,0,2013,3
655,2012-10-16,16,1,Tuesday,42,10,October,4,2012,0,0,0,0,0,0,0,2013,3
656,2012-10-17,17,2,Wednesday,42,10,October,4,2012,0,0,0,0,0,0,0,2013,3
657,2012-10-18,18,3,Thursday,42,10,October,4,2012,0,0,0,0,0,0,0,2013,3
658,2012-10-19,19,4,Friday,42,10,October,4,2012,0,0,0,0,0,0,0,2013,3
659,2012-10-20,20,5,Saturday,42,10,October,4,2012,1,0,0,0,0,0,0,2013,3
660,2012-10-21,21,6,Sunday,42,10,October,4,2012,1,0,0,0,0,0,0,2013,3
661,2012-10-22,22,0,Monday,43,10,October,4,2012,0,0,0,0,0,0,0,2013,3
662,2012-10-23,23,1,Tuesday,43,10,October,4,2012,0,0,0,0,0,0,0,2013,3
663,2012-10-24,24,2,Wednesday,43,10,October,4,2012,0,0,0,0,0,0,0,2013,3
664,2012-10-25,25,3,Thursday,43,10,October,4,2012,0,0,0,0,0,0,0,2013,3
665,2012-10-26,26,4,Friday,43,10,October,4,2012,0,0,0,0,0,0,0,2013,3
666,2012-10-27,27,5,Saturday,43,10,October,4,2012,1,0,0,0,0,0,0,2013,3
667,2012-10-28,28,6,Sunday,43,10,October,4,2012,1,0,0,0,0,0,0,2013,3
668,2012-10-29,29,0,Monday,44,10,October,4,2012,0,0,0,0,0,0,0,2013,3
669,2012-10-30,30,1,Tuesday,44,10,October,4,2012,0,0,0,0,0,0,0,2013,3
670,2012-10-31,31,2,Wednesday,44,10,October,4,2012,0,0,1,0,0,0,0,2013,3
671,2012-11-01,1,3,Thursday,44,11,November,4,2012,0,1,0,0,0,0,0,2013,3
672,2012-11-02,2,4,Friday,44,11,November,4,2012,0,0,0,0,0,0,0,2013,3
673,2012-11-03,3,5,Saturday,44,11,November,4,2012,1,0,0,0,0,0,0,2013,3
674,2012-11-04,4,6,Sunday,44,11,November,4,2012,1,0,0,0,0,0,0,2013,3
675,2012-11-05,5,0,Monday,45,11,November,4,2012,0,0,0,0,0,0,0,2013,3
676,2012-11-06,6,1,Tuesday,45,11,November,4,2012,0,0,0,0,0,0,0,2013,3
677,2012-11-07,7,2,Wednesday,45,11,November,4,2012,0,0,0,0,0,0,0,2013,3
678,2012-11-08,8,3,Thursday,45,11,November,4,2012,0,0,0,0,0,0,0,2013,3
679,2012-11-09,9,4,Friday,45,11,November,4,2012,0,0,0,0,0,0,0,2013,3
680,2012-11-10,10,5,Saturday,45,11,November,4,2012,1,0,0,0,0,0,0,2013,3
681,2012-11-11,11,6,Sunday,45,11,November,4,2012,1,0,0,0,0,0,0,2013,3
682,2012-11-12,12,0,Monday,46,11,November,4,2012,0,0,0,0,0,0,0,2013,3
683,2012-11-13,13,1,Tuesday,46,11,November,4,2012,0,0,0,0,0,0,0,2013,3
684,2012-11-14,14,2,Wednesday,46,11,November,4,2012,0,0,0,0,0,0,0,2013,3
685,2012-11-15,15,3,Thursday,46,11,November,4,2012,0,0,0,0,0,0,0,2013,3
686,2012-11-16,16,4,Friday,46,11,November,4,2012,0,0,0,0,0,0,0,2013,3
687,2012-11-17,17,5,Saturday,46,11,November,4,2012,1,0,0,0,0,0,0,2013,3
688,2012-11-18,18,6,Sunday,46,11,November,4,2012,1,0,0,0,0,0,0,2013,3
689,2012-11-19,19,0,Monday,47,11,November,4,2012,0,0,0,0,0,0,0,2013,3
690,2012-11-20,20,1,Tuesday,47,11,November,4,2012,0,0,0,0,0,0,0,2013,3
691,2012-11-21,21,2,Wednesday,47,11,November,4,2012,0,0,0,0,0,0,0,2013,3
692,2012-11-22,22,3,Thursday,47,11,November,4,2012,0,0,0,0,0,0,0,2013,3
693,2012-11-23,23,4,Friday,47,11,November,4,2012,0,0,0,0,0,0,0,2013,3
694,2012-11-24,24,5,Saturday,47,11,November,4,2012,1,0,0,0,0,0,0,2013,3
695,2012-11-25,25,6,Sunday,47,11,November,4,2012,1,0,0,0,0,0,0,2013,3
696,2012-11-26,26,0,Monday,48,11,November,4,2012,0,0,0,0,0,0,0,2013,3
697,2012-11-27,27,1,Tuesday,48,11,November,4,2012,0,0,0,0,0,0,0,2013,3
698,2012-11-28,28,2,Wednesday,48,11,November,4,2012,0,0,0,0,0,0,0,2013,3
699,2012-11-29,29,3,Thursday,48,11,November,4,2012,0,0,0,0,0,0,0,2013,3
700,2012-11-30,30,4,Friday,48,11,November,4,2012,0,0,1,0,0,0,0,2013,3
701,2012-12-01,1,5,Saturday,48,12,December,4,2012,1,1,0,0,0,0,0,2013,3
702,2012-12-02,2,6,Sunday,48,12,December,4,2012,1,0,0,0,0,0,0,2013,3
703,2012-12-03,3,0,Monday,49,12,December,4,2012,0,0,0,0,0,0,0,2013,3
704,2012-12-04,4,1,Tuesday,49,12,December,4,2012,0,0,0,0,0,0,0,2013,3
705,2012-12-05,5,2,Wednesday,49,12,December,4,2012,0,0,0,0,0,0,0,2013,3
706,2012-12-06,6,3,Thursday,49,12,December,4,2012,0,0,0,0,0,0,0,2013,3
707,2012-12-07,7,4,Friday,49,12,December,4,2012,0,0,0,0,0,0,0,2013,3
708,2012-12-08,8,5,Saturday,49,12,December,4,2012,1,0,0,0,0,0,0,2013,3
709,2012-12-09,9,6,Sunday,49,12,December,4,2012,1,0,0,0,0,0,0,2013,3
710,2012-12-10,10,0,Monday,50,12,December,4,2012,0,0,0,0,0,0,0,2013,3
711,2012-12-11,11,1,Tuesday,50,12,December,4,2012,0,0,0,0,0,0,0,2013,3
712,2012-12-12,12,2,Wednesday,50,12,December,4,2012,0,0,0,0,0,0,0,2013,3
713,2012-12-13,13,3,Thursday,50,12,December,4,2012,0,0,0,0,0,0,0,2013,3
714,2012-12-14,14,4,Friday,50,12,December,4,2012,0,0,0,0,0,0,0,2013,3
715,2012-12-15,15,5,Saturday,50,12,December,4,2012,1,0,0,0,0,0,0,2013,3
716,2012-12-16,16,6,Sunday,50,12,December,4,2012,1,0,0,0,0,0,0,2013,3
717,2012-12-17,17,0,Monday,51,12,December,4,2012,0,0,0,0,0,0,0,2013,3
718,2012-12-18,18,1,Tuesday,51,12,December,4,2012,0,0,0,0,0,0,0,2013,3
719,2012-12-19,19,2,Wednesday,51,12,December,4,2012,0,0,0,0,0,0,0,2013,3
720,2012-12-20,20,3,Thursday,51,12,December,4,2012,0,0,0,0,0,0,0,2013,3
721,2012-12-21,21,4,Friday,51,12,December,4,2012,0,0,0,0,0,0,0,2013,3
722,2012-12-22,22,5,Saturday,51,12,December,4,2012,1,0,0,0,0,0,0,2013,3
723,2012-12-23,23,6,Sunday,51,12,December,4,2012,1,0,0,0,0,0,0,2013,3
724,2012-12-24,24,0,Monday,52,12,December,4,2012,0,0,0,0,0,0,0,2013,3
725,2012-12-25,25,1,Tuesday,52,12,December,4,2012,0,0,0,0,0,0,0,2013,3
726,2012-12-26,26,2,Wednesday,52,12,December,4,2012,0,0,0,0,0,0,0,2013,3
727,2012-12-27,27,3,Thursday,52,12,December,4,2012,0,0,0,0,0,0,0,2013,3
728,2012-12-28,28,4,Friday,52,12,December,4,2012,0,0,0,0,0,0,0,2013,3
729,2012-12-29,29,5,Saturday,52,12,December,4,2012,1,0,0,0,0,0,0,2013,3
730,2012-12-30,30,6,Sunday,52,12,December,4,2012,1,0,0,0,0,0,0,2013,3
731,2012-12-31,31,0,Monday,1,12,December,4,2012,0,0,1,0,1,0,1,2013,3
732,2013-01-01,1,1,Tuesday,1,1,January,1,2013,0,1,0,1,0,1,0,2013,4
733,2013-01-02,2,2,Wednesday,1,1,January,1,2013,0,0,0,0,0,0,0,2013,4
734,2013-01-03,3,3,Thursday,1,1,January,1,2013,0,0,0,0,0,0,0,2013,4
735,2013-01-04,4,4,Friday,1,1,January,1,2013,0,0,0,0,0,0,0,2013,4
736,2013-01-05,5,5,Saturday,1,1,January,1,2013,1,0,0,0,0,0,0,2013,4
737,2013-01-06,6,6,Sunday,1,1,January,1,2013,1,0,0,0,0,0,0,2013,4
738,2013-01-07,7,0,Monday,2,1,January,1,2013,0,0,0,0,0,0,0,2013,4
739,2013-01-08,8,1,Tuesday,2,1,January,1,2013,0,0,0,0,0,0,0,2013,4
740,2013-01-09,9,2,Wednesday,2,1,January,1,2013,0,0,0,0,0,0,0,2013,4
741,2013-01-10,10,3,Thursday,2,1,January,1,2013,0,0,0,0,0,0,0,2013,4
742,2013-01-11,11,4,Friday,2,1,January,1,2013,0,0,0,0,0,0,0,2013,4
743,2013-01-12,12,5,Saturday,2,1,January,1,2013,1,0,0,0,0,0,0,2013,4
744,2013-01-13,13,6,Sunday,2,1,January,1,2013,1,0,0,0,0,0,0,2013,4
745,2013-01-14,14,0,Monday,3,1,January,1,2013,0,0,0,0,0,0,0,2013,4
746,2013-01-15,15,1,Tuesday,3,1,January,1,2013,0,0,0,0,0,0,0,2013,4
747,2013-01-16,16,2,Wednesday,3,1,January,1,2013,0,0,0,0,0,0,0,2013,4
748,2013-01-17,17,3,Thursday,3,1,January,1,2013,0,0,0,0,0,0,0,2013,4
749,2013-01-18,18,4,Friday,3,1,January,1,2013,0,0,0,0,0,0,0,2013,4
750,2013-01-19,19,5,Saturday,3,1,January,1,2013,1,0,0,0,0,0,0,2013,4
751,2013-01-20,20,6,Sunday,3,1,January,1,2013,1,0,0,0,0,0,0,2013,4
752,2013-01-21,21,0,Monday,4,1,January,1,2013,0,0,0,0,0,0,0,2013,4
753,2013-01-22,22,1,Tuesday,4,1,January,1,2013,0,0,0,0,0,0,0,2013,4
754,2013-01-23,23,2,Wednesday,4,1,January,1,2013,0,0,0,0,0,0,0,2013,4
755,2013-01-24,24,3,Thursday,4,1,January,1,2013,0,0,0,0,0,0,0,2013,4
756,2013-01-25,25,4,Friday,4,1,January,1,2013,0,0,0,0,0,0,0,2013,4
757,2013-01-26,26,5,Saturday,4,1,January,1,2013,1,0,0,0,0,0,0,2013,4
758,2013-01-27,27,6,Sunday,4,1,January,1,2013,1,0,0,0,0,0,0,2013,4
759,2013-01-28,28,0,Monday,5,1,January,1,2013,0,0,0,0,0,0,0,2013,4
760,2013-01-29,29,1,Tuesday,5,1,January,1,2013,0,0,0,0,0,0,0,2013,4
761,2013-01-30,30,2,Wednesday,5,1,January,1,2013,0,0,0,0,0,0,0,2013,4
762,2013-01-31,31,3,Thursday,5,1,January,1,2013,0,0,1,0,0,0,0,2013,4
763,2013-02-01,1,4,Friday,5,2,February,1,2013,0,1,0,0,0,0,0,2013,4
764,2013-02-02,2,5,Saturday,5,2,February,1,2013,1,0,0,0,0,0,0,2013,4
765,2013-02-03,3,6,Sunday,5,2,February,1,2013,1,0,0,0,0,0,0,2013,4
766,2013-02-04,4,0,Monday,6,2,February,1,2013,0,0,0,0,0,0,0,2013,4
767,2013-02-05,5,1,Tuesday,6,2,February,1,2013,0,0,0,0,0,0,0,2013,4
768,2013-02-06,6,2,Wednesday,6,2,February,1,2013,0,0,0,0,0,0,0,2013,4
769,2013-02-07,7,3,Thursday,6,2,February,1,2013,0,0,0,0,0,0,0,2013,4
770,2013-02-08,8,4,Friday,6,2,February,1,2013,0,0,0,0,0,0,0,2013,4
771,2013-02-09,9,5,Saturday,6,2,February,1,2013,1,0,0,0,0,0,0,2013,4
772,2013-02-10,10,6,Sunday,6,2,February,1,2013,1,0,0,0,0,0,0,2013,4
773,2013-02-11,11,0,Monday,7,2,February,1,2013,0,0,0,0,0,0,0,2013,4
774,2013-02-12,12,1,Tuesday,7,2,February,1,2013,0,0,0,0,0,0,0,2013,4
775,2013-02-13,13,2,Wednesday,7,2,February,1,2013,0,0,0,0,0,0,0,2013,4
776,2013-02-14,14,3,Thursday,7,2,February,1,2013,0,0,0,0,0,0,0,2013,4
777,2013-02-15,15,4,Friday,7,2,February,1,2013,0,0,0,0,0,0,0,2013,4
778,2013-02-16,16,5,Saturday,7,2,February,1,2013,1,0,0,0,0,0,0,2013,4
779,2013-02-17,17,6,Sunday,7,2,February,1,2013,1,0,0,0,0,0,0,2013,4
780,2013-02-18,18,0,Monday,8,2,February,1,2013,0,0,0,0,0,0,0,2013,4
781,2013-02-19,19,1,Tuesday,8,2,February,1,2013,0,0,0,0,0,0,0,2013,4
782,2013-02-20,20,2,Wednesday,8,2,February,1,2013,0,0,0,0,0,0,0,2013,4
783,2013-02-21,21,3,Thursday,8,2,February,1,2013,0,0,0,0,0,0,0,2013,4
784,2013-02-22,22,4,Friday,8,2,February,1,2013,0,0,0,0,0,0,0,2013,4
785,2013-02-23,23,5,Saturday,8,2,February,1,2013,1,0,0,0,0,0,0,2013,4
786,2013-02-24,24,6,Sunday,8,2,February,1,2013,1,0,0,0,0,0,0,2013,4
787,2013-02-25,25,0,Monday,9,2,February,1,2013,0,0,0,0,0,0,0,2013,4
788,2013-02-26,26,1,Tuesday,9,2,February,1,2013,0,0,0,0,0,0,0,2013,4
789,2013-02-27,27,2,Wednesday,9,2,February,1,2013,0,0,0,0,0,0,0,2013,4
790,2013-02-28,28,3,Thursday,9,2,February,1,2013,0,0,1,0,0,0,0,2013,4
791,2013-03-01,1,4,Friday,9,3,March,1,2013,0,1,0,0,0,0,0,2013,4
792,2013-03-02,2,5,Saturday,9,3,March,1,2013,1,0,0,0,0,0,0,2013,4
793,2013-03-03,3,6,Sunday,9,3,March,1,2013,1,0,0,0,0,0,0,2013,4
794,2013-03-04,4,0,Monday,10,3,March,1,2013,0,0,0,0,0,0,0,2013,4
795,2013-03-05,5,1,Tuesday,10,3,March,1,2013,0,0,0,0,0,0,0,2013,4
796,2013-03-06,6,2,Wednesday,10,3,March,1,2013,0,0,0,0,0,0,0,2013,4
797,2013-03-07,7,3,Thursday,10,3,March,1,2013,0,0,0,0,0,0,0,2013,4
798,2013-03-08,8,4,Friday,10,3,March,1,2013,0,0,0,0,0,0,0,2013,4
799,2013-03-09,9,5,Saturday,10,3,March,1,2013,1,0,0,0,0,0,0,2013,4
800,2013-03-10,10,6,Sunday,10,3,March,1,2013,1,0,0,0,0,0,0,2013,4
801,2013-03-11,11,0,Monday,11,3,March,1,2013,0,0,0,0,0,0,0,2013,4
802,2013-03-12,12,1,Tuesday,11,3,March,1,2013,0,0,0,0,0,0,0,2013,4
803,2013-03-13,13,2,Wednesday,11,3,March,1,2013,0,0,0,0,0,0,0,2013,4
804,2013-03-14,14,3,Thursday,11,3,March,1,2013,0,0,0,0,0,0,0,2013,4
805,2013-03-15,15,4,Friday,11,3,March,1,2013,0,0,0,0,0,0,0,2013,4
806,2013-03-16,16,5,Saturday,11,3,March,1,2013,1,0,0,0,0,0,0,2013,4
807,2013-03-17,17,6,Sunday,11,3,March,1,2013,1,0,0,0,0,0,0,2013,4
808,2013-03-18,18,0,Monday,12,3,March,1,2013,0,0,0,0,0,0,0,2013,4
809,2013-03-19,19,1,Tuesday,12,3,March,1,2013,0,0,0,0,0,0,0,2013,4
810,2013-03-20,20,2,Wednesday,12,3,March,1,2013,0,0,0,0,0,0,0,2013,4
811,2013-03-21,21,3,Thursday,12,3,March,1,2013,0,0,0,0,0,0,0,2013,4
812,2013-03-22,22,4,Friday,12,3,March,1,2013,0,0,0,0,0,0,0,2013,4
813,2013-03-23,23,5,Saturday,12,3,March,1,2013,1,0,0,0,0,0,0,2013,4
814,2013-03-24,24,6,Sunday,12,3,March,1,2013,1,0,0,0,0,0,0,2013,4
815,2013-03-25,25,0,Monday,13,3,March,1,2013,0,0,0,0,0,0,0,2013,4
816,2013-03-26,26,1,Tuesday,13,3,March,1,2013,0,0,0,0,0,0,0,2013,4
817,2013-03-27,27,2,Wednesday,13,3,March,1,2013,0,0,0,0,0,0,0,2013,4
818,2013-03-28,28,3,Thursday,13,3,March,1,2013,0,0,0,0,0,0,0,2013,4
819,2013-03-29,29,4,Friday,13,3,March,1,2013,0,0,0,0,0,0,0,2013,4
820,2013-03-30,30,5,Saturday,13,3,March,1,2013,1,0,0,0,0,0,0,2013,4
821,2013-03-31,31,6,Sunday,13,3,March,1,2013,1,0,1,0,1,0,0,2013,4
822,2013-04-01,1,0,Monday,14,4,April,2,2013,0,1,0,1,0,0,0,2014,1
823,2013-04-02,2,1,Tuesday,14,4,April,2,2013,0,0,0,0,0,0,0,2014,1
824,2013-04-03,3,2,Wednesday,14,4,April,2,2013,0,0,0,0,0,0,0,2014,1
825,2013-04-04,4,3,Thursday,14,4,April,2,2013,0,0,0,0,0,0,0,2014,1
826,2013-04-05,5,4,Friday,14,4,April,2,2013,0,0,0,0,0,0,0,2014,1
827,2013-04-06,6,5,Saturday,14,4,April,2,2013,1,0,0,0,0,0,0,2014,1
828,2013-04-07,7,6,Sunday,14,4,April,2,2013,1,0,0,0,0,0,0,2014,1
829,2013-04-08,8,0,Monday,15,4,April,2,2013,0,0,0,0,0,0,0,2014,1
830,2013-04-09,9,1,Tuesday,15,4,April,2,2013,0,0,0,0,0,0,0,2014,1
831,2013-04-10,10,2,Wednesday,15,4,April,2,2013,0,0,0,0,0,0,0,2014,1
832,2013-04-11,11,3,Thursday,15,4,April,2,2013,0,0,0,0,0,0,0,2014,1
833,2013-04-12,12,4,Friday,15,4,April,2,2013,0,0,0,0,0,0,0,2014,1
834,2013-04-13,13,5,Saturday,15,4,April,2,2013,1,0,0,0,0,0,0,2014,1
835,2013-04-14,14,6,Sunday,15,4,April,2,2013,1,0,0,0,0,0,0,2014,1
836,2013-04-15,15,0,Monday,16,4,April,2,2013,0,0,0,0,0,0,0,2014,1
837,2013-04-16,16,1,Tuesday,16,4,April,2,2013,0,0,0,0,0,0,0,2014,1
838,2013-04-17,17,2,Wednesday,16,4,April,2,2013,0,0,0,0,0,0,0,2014,1
839,2013-04-18,18,3,Thursday,16,4,April,2,2013,0,0,0,0,0,0,0,2014,1
840,2013-04-19,19,4,Friday,16,4,April,2,2013,0,0,0,0,0,0,0,2014,1
841,2013-04-20,20,5,Saturday,16,4,April,2,2013,1,0,0,0,0,0,0,2014,1
842,2013-04-21,21,6,Sunday,16,4,April,2,2013,1,0,0,0,0,0,0,2014,1
843,2013-04-22,22,0,Monday,17,4,April,2,2013,0,0,0,0,0,0,0,2014,1
844,2013-04-23,23,1,Tuesday,17,4,April,2,2013,0,0,0,0,0,0,0,2014,1
845,2013-04-24,24,2,Wednesday,17,4,April,2,2013,0,0,0,0,0,0,0,2014,1
846,2013-04-25,25,3,Thursday,17,4,April,2,2013,0,0,0,0,0,0,0,2014,1
847,2013-04-26,26,4,Friday,17,4,April,2,2013,0,0,0,0,0,0,0,2014,1
848,2013-04-27,27,5,Saturday,17,4,April,2,2013,1,0,0,0,0,0,0,2014,1
849,2013-04-28,28,6,Sunday,17,4,April,2,2013,1,0,0,0,0,0,0,2014,1
850,2013-04-29,29,0,Monday,18,4,April,2,2013,0,0,0,0,0,0,0,2014,1
851,2013-04-30,30,1,Tuesday,18,4,April,2,2013,0,0,1,0,0,0,0,2014,1
852,2013-05-01,1,2,Wednesday,18,5,May,2,2013,0,1,0,0,0,0,0,2014,1
853,2013-05-02,2,3,Thursday,18,5,May,2,2013,0,0,0,0,0,0,0,2014,1
854,2013-05-03,3,4,Friday,18,5,May,2,2013,0,0,0,0,0,0,0,2014,1
855,2013-05-04,4,5,Saturday,18,5,May,2,2013,1,0,0,0,0,0,0,2014,1
856,2013-05-05,5,6,Sunday,18,5,May,2,2013,1,0,0,0,0,0,0,2014,1
857,2013-05-06,6,0,Monday,19,5,May,2,2013,0,0,0,0,0,0,0,2014,1
